course_code,slug,title,summary,description,category,subcategory,level,days,hours,price,day_rate,objectives,audience,prerequisites,includes,certificate,accreditor,delivery_modes,languages,trainer_ref,rating,reviews,bookings,scheme_name,scheme_owner,scheme_status,exam_questions,exam_format,exam_pass_mark,exam_duration,exam_book,certification_pathway,syllabus,self_paced,self_paced_price
C0001,leadership-essentials-for-new-managers,Leadership Essentials for New Managers,"A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 1-day foundation-level programme covering Leadership Essentials for New Managers, within the wider context of leadership development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Leadership Development,Foundation,1,7,695,2950,Explain the key principles and terminology of leadership development|Run a working session with your team using the facilitation guide provided|Build and present a practical action plan to your stakeholders|Apply the core concepts confidently in your own organisation,Professionals new to the subject|Team members taking on the responsibility for the first time|Managers who need enough understanding to ask the right questions,None — this course starts from first principles.,"Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite|Self-paced,English,t06,4.5,201,374,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",yes,235
C0039,safe-for-teams-exam-preparation,SAFe for Teams — Exam Preparation,"A 3-day intermediate-level programme covering SAFe for Teams, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering SAFe for Teams, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Run a working session with your team using the facilitation guide provided|Avoid the most common implementation pitfalls seen in European organisations|Apply the core concepts confidently in your own organisation,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t05,4.8,200,196,SAFe®,"Scaled Agile, Inc.",independent,45,Multiple choice,77%,90 minutes,Closed book,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Exam technique and mock::Question styles and how they are marked;Timing strategy and elimination technique;Full mock under exam conditions, reviewed together§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0040,scaling-agile-across-the-enterprise,Scaling Agile Across the Enterprise,"A 3-day intermediate-level programme covering Scaling Agile Across the Enterprise, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Scaling Agile Across the Enterprise, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Benchmark your practice against industry standards and peer organisations|Avoid the most common implementation pitfalls seen in European organisations|Translate technical output into decisions your business audience understands,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t09,4.5,225,273,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0041,agile-coaching-skills,Agile Coaching Skills,"A 3-day intermediate-level programme covering Agile Coaching Skills, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Agile Coaching Skills, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Diagnose current-state gaps using a structured assessment framework|Benchmark your practice against industry standards and peer organisations|Avoid the most common implementation pitfalls seen in European organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t02,4.9,181,247,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0042,user-story-writing-workshop,User Story Writing Workshop,"A 2-day intermediate-level programme covering User Story Writing Workshop, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering User Story Writing Workshop, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,2,14,1595,2950,Explain the key principles and terminology of agile & product|Avoid the most common implementation pitfalls seen in European organisations|Benchmark your practice against industry standards and peer organisations|Run a working session with your team using the facilitation guide provided,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t07,4.9,73,374,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0043,product-discovery-and-validation,Product Discovery and Validation,"A 3-day intermediate-level programme covering Product Discovery and Validation, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Product Discovery and Validation, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Avoid the most common implementation pitfalls seen in European organisations|Apply the core concepts confidently in your own organisation|Build and present a practical action plan to your stakeholders,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t12,4.8,103,155,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0044,product-roadmapping,Product Roadmapping,"A 3-day intermediate-level programme covering Product Roadmapping, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Product Roadmapping, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Build and present a practical action plan to your stakeholders|Apply the core concepts confidently in your own organisation|Avoid the most common implementation pitfalls seen in European organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t05,4.9,161,296,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0045,agile-estimation-and-forecasting,Agile Estimation and Forecasting,"A 2-day intermediate-level programme covering Agile Estimation and Forecasting, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Agile Estimation and Forecasting, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,2,14,1595,2950,Explain the key principles and terminology of agile & product|Avoid the most common implementation pitfalls seen in European organisations|Build and present a practical action plan to your stakeholders|Run a working session with your team using the facilitation guide provided,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t10,5.0,57,198,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0046,okrs-for-agile-organisations,OKRs for Agile Organisations,"A 3-day intermediate-level programme covering OKRs for Agile Organisations, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering OKRs for Agile Organisations, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Translate technical output into decisions your business audience understands|Diagnose current-state gaps using a structured assessment framework|Benchmark your practice against industry standards and peer organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t03,4.5,153,42,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0047,design-thinking-for-product-teams,Design Thinking for Product Teams,"A 2-day intermediate-level programme covering Design Thinking for Product Teams, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 2-day intermediate-level programme covering Design Thinking for Product Teams, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,2,14,1595,2950,"Explain the key principles and terminology of agile & product|Use the provided templates, checklists and calculators after the course|Apply the core concepts confidently in your own organisation|Avoid the most common implementation pitfalls seen in European organisations",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t08,4.5,133,254,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0048,lean-startup-for-corporates,Lean Startup for Corporates,"A 3-day intermediate-level programme covering Lean Startup for Corporates, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Lean Startup for Corporates, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,"Explain the key principles and terminology of agile & product|Use the provided templates, checklists and calculators after the course|Build and present a practical action plan to your stakeholders|Benchmark your practice against industry standards and peer organisations",Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t11,4.7,62,455,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0049,agile-contracting-and-procurement,Agile Contracting and Procurement,"A 3-day intermediate-level programme covering Agile Contracting and Procurement, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day intermediate-level programme covering Agile Contracting and Procurement, within the wider context of agile & product. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Agile & Product,Intermediate,3,21,2345,2750,Explain the key principles and terminology of agile & product|Diagnose current-state gaps using a structured assessment framework|Translate technical output into decisions your business audience understands|Avoid the most common implementation pitfalls seen in European organisations,Practitioners with some hands-on experience|People who have learned on the job and want the structure behind it|Team leads responsible for the process end to end,"Working familiarity with agile & product, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t06,4.9,141,333,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
C0050,strategic-management-essentials,Strategic Management Essentials,"A 3-day advanced-level programme covering Strategic Management Essentials, within the wider context of strategy & business development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.","<p>A 3-day advanced-level programme covering Strategic Management Essentials, within the wider context of strategy & business development. Delivered through short expert inputs, hands-on exercises and real European case studies, with a practical toolkit you take back to work.</p>",Business & Management,Strategy & Business Development,Advanced,3,21,2645,2750,"Explain the key principles and terminology of strategy & business development|Run a working session with your team using the facilitation guide provided|Use the provided templates, checklists and calculators after the course|Apply the core concepts confidently in your own organisation",Experienced practitioners and specialists|People leading the function or the transformation|Those preparing for certification or a step up in scope,"Working familiarity with strategy & business development, or completion of our foundation-level course in this area.","Full course materials and slide deck|Digital toolkit: templates, checklists and calculators|Certificate of completion|Lunch and refreshments (classroom dates)|90-day access to the session recording (online dates)|Post-course Q&A with your trainer",Academia Certificate of Completion,,Online|Classroom|Onsite,English,t11,4.5,69,440,,,,,,,,,,"Framing the subject::Terminology and the mental model everyone needs first;Where this sits in the wider operating model;What good looks like — and how it is measured§Current-state diagnostic::Assessing your organisation against the standard;Identifying the three gaps that matter most;Building the baseline you will report against§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Working with stakeholders::Mapping influence and interest;Structuring a difficult conversation;Communicating status without spin§Performance and measurement::Choosing metrics that change behaviour;Leading versus lagging indicators;Reporting to a board audience§Risk and issue handling::Identifying risk before it becomes issue;Proportionate mitigation;When to escalate and when to absorb§Leading through change::Reading resistance accurately;Building coalitions;Sustaining momentum past the launch§Roles, accountability and decision rights::Who decides what, and on what evidence;RACI in practice without the bureaucracy;Escalation paths that actually get used§Planning and prioritisation::Sequencing work against capacity, not ambition;Trade-off frameworks for competing demands;Making the plan survive first contact§Common failure modes::The five mistakes practitioners see most often;Early warning signs and how to read them;Recovering a programme that has drifted§Embedding it at work::Stakeholder map and the first three conversations;30/60/90-day action plan built in the room;Using the toolkit: templates, checklists and calculators",no,
